,submission_date,state,tot_cases,tot_deaths
626,2020-08-10T00:00:00.000,NV,57198,
627,2020-10-04T00:00:00.000,NV,82204,
628,2020-11-07T00:00:00.000,NV,108746,
629,2021-01-25T00:00:00.000,NV,271897,
630,2021-01-28T00:00:00.000,NV,274951,
631,2021-02-05T00:00:00.000,NV,282493,
632,2021-02-08T00:00:00.000,NV,284590,
633,2021-02-18T00:00:00.000,NV,289880,
634,2020-02-09T00:00:00.000,NY,0,
635,2020-02-10T00:00:00.000,NY,0,
636,2020-02-14T00:00:00.000,NY,0,
637,2020-03-11T00:00:00.000,NY,164,
638,2020-03-29T00:00:00.000,NY,25745,
639,2020-07-31T00:00:00.000,NY,189866,
640,2020-08-09T00:00:00.000,NY,193028,
641,2020-08-18T00:00:00.000,NY,195829,
642,2020-10-13T00:00:00.000,NY,225406,
643,2020-10-15T00:00:00.000,NY,227126,
644,2020-10-20T00:00:00.000,NY,231273,
645,2020-10-22T00:00:00.000,NY,233558,
646,2021-01-08T00:00:00.000,NY,627340,
647,2021-01-25T00:00:00.000,NY,772569,
648,2021-02-18T00:00:00.000,NY,883994,
649,2021-02-20T00:00:00.000,NY,891374,
650,2020-02-11T00:00:00.000,NYC,0,
651,2020-04-02T00:00:00.000,NYC,49707,
652,2020-04-30T00:00:00.000,NYC,162212,
653,2020-06-13T00:00:00.000,NYC,206322,
654,2020-07-13T00:00:00.000,NYC,221089,
655,2020-08-21T00:00:00.000,NYC,232789,
656,2020-09-05T00:00:00.000,NYC,236363,
657,2020-10-06T00:00:00.000,NYC,248885,
658,2020-11-19T00:00:00.000,NYC,292718,
659,2020-12-21T00:00:00.000,NYC,392985,
660,2021-01-05T00:00:00.000,NYC,462668,
661,2021-02-18T00:00:00.000,NYC,691292,
662,2021-02-23T00:00:00.000,NYC,709551,
663,2020-02-11T00:00:00.000,OH,0,
664,2020-03-02T00:00:00.000,OH,0,
665,2020-03-16T00:00:00.000,OH,50,
666,2020-03-25T00:00:00.000,OH,704,
667,2020-05-06T00:00:00.000,OH,21576,
668,2020-05-09T00:00:00.000,OH,23697,
669,2020-06-02T00:00:00.000,OH,36413,
670,2020-06-19T00:00:00.000,OH,43731,
671,2020-07-03T00:00:00.000,OH,55257,
672,2020-08-11T00:00:00.000,OH,102826,
673,2020-08-14T00:00:00.000,OH,106557,
674,2020-09-08T00:00:00.000,OH,131992,
675,2020-09-26T00:00:00.000,OH,150009,
676,2020-11-23T00:00:00.000,OH,363304,
677,2020-11-27T00:00:00.000,OH,399808,
678,2020-11-28T00:00:00.000,OH,406703,
679,2020-12-09T00:00:00.000,OH,520112,
680,2021-01-16T00:00:00.000,OH,821507,
681,2021-02-01T00:00:00.000,OH,899079,
682,2021-02-06T00:00:00.000,OH,918079,
683,2021-02-15T00:00:00.000,OH,941265,
684,2020-01-31T00:00:00.000,OK,0,
685,2020-03-12T00:00:00.000,OK,3,
686,2020-03-18T00:00:00.000,OK,31,
687,2020-03-31T00:00:00.000,OK,565,
688,2020-06-15T00:00:00.000,OK,8251,
689,2020-07-04T00:00:00.000,OK,15645,
690,2020-08-19T00:00:00.000,OK,54132,
691,2020-09-06T00:00:00.000,OK,69738,
692,2020-09-14T00:00:00.000,OK,77208,
693,2020-11-17T00:00:00.000,OK,169762,
694,2020-12-08T00:00:00.000,OK,205999,
695,2020-12-15T00:00:00.000,OK,252397,
696,2020-12-24T00:00:00.000,OK,276095,
697,2020-12-28T00:00:00.000,OK,290319,
698,2021-01-12T00:00:00.000,OK,346621,
699,2021-02-13T00:00:00.000,OK,416213,
700,2020-01-23T00:00:00.000,OR,0,
701,2020-02-08T00:00:00.000,OR,0,
702,2020-02-14T00:00:00.000,OR,0,
703,2020-02-24T00:00:00.000,OR,0,
704,2020-03-18T00:00:00.000,OR,75,
705,2020-04-24T00:00:00.000,OR,2177,
706,2020-05-22T00:00:00.000,OR,3864,
707,2020-07-29T00:00:00.000,OR,17721,
708,2020-08-30T00:00:00.000,OR,26554,
709,2020-09-14T00:00:00.000,OR,29484,
710,2020-10-22T00:00:00.000,OR,40810,
711,2020-10-23T00:00:00.000,OR,41348,
712,2020-12-29T00:00:00.000,OR,111227,
713,2021-01-13T00:00:00.000,OR,129109,
714,2021-01-22T00:00:00.000,OR,136839,
715,2021-02-09T00:00:00.000,OR,147932,
716,2020-02-22T00:00:00.000,PA,0,
717,2020-03-22T00:00:00.000,PA,479,
718,2020-03-29T00:00:00.000,PA,3394,
719,2020-04-24T00:00:00.000,PA,38652,
720,2020-06-22T00:00:00.000,PA,82186,
721,2020-06-28T00:00:00.000,PA,85988,
722,2020-07-24T00:00:00.000,PA,106625,
723,2020-09-09T00:00:00.000,PA,141290,
724,2020-09-19T00:00:00.000,PA,149845,
725,2020-09-21T00:00:00.000,PA,150812,
726,2020-10-04T00:00:00.000,PA,163535,
727,2020-10-07T00:00:00.000,PA,166552,
728,2020-10-09T00:00:00.000,PA,169308,
729,2020-10-25T00:00:00.000,PA,194288,
730,2020-12-20T00:00:00.000,PA,555844,
731,2021-01-06T00:00:00.000,PA,683389,
732,2021-01-08T00:00:00.000,PA,703265,
733,2021-01-15T00:00:00.000,PA,754611,
734,2021-02-20T00:00:00.000,PA,911591,
735,2020-01-26T00:00:00.000,PR,0,
736,2020-01-29T00:00:00.000,PR,0,
737,2020-02-19T00:00:00.000,PR,0,
738,2020-03-08T00:00:00.000,PR,0,
739,2020-03-12T00:00:00.000,PR,0,
740,2020-03-23T00:00:00.000,PR,31,
741,2020-04-11T00:00:00.000,PR,788,
742,2020-05-14T00:00:00.000,PR,2427,
743,2020-05-30T00:00:00.000,PR,3718,
744,2020-06-25T00:00:00.000,PR,6922,
745,2020-06-27T00:00:00.000,PR,7189,
746,2020-08-03T00:00:00.000,PR,19324,
747,2020-08-28T00:00:00.000,PR,32550,
748,2020-09-04T00:00:00.000,PR,34492,
749,2020-09-17T00:00:00.000,PR,39684,
750,2020-09-22T00:00:00.000,PR,42660,
751,2020-11-12T00:00:00.000,PR,41119,
752,2020-12-04T00:00:00.000,PR,55532,
753,2020-12-26T00:00:00.000,PR,73227,
754,2020-12-27T00:00:00.000,PR,73658,
755,2021-01-09T00:00:00.000,PR,83119,
756,2020-01-28T00:00:00.000,PW,0,
757,2020-02-18T00:00:00.000,PW,0,
758,2020-02-25T00:00:00.000,PW,0,
759,2020-02-27T00:00:00.000,PW,0,
760,2020-03-03T00:00:00.000,PW,0,
761,2020-03-14T00:00:00.000,PW,0,
762,2020-03-29T00:00:00.000,PW,0,
763,2020-05-03T00:00:00.000,PW,0,
764,2020-06-15T00:00:00.000,PW,0,
765,2020-07-02T00:00:00.000,PW,0,
766,2020-07-15T00:00:00.000,PW,0,
767,2020-08-17T00:00:00.000,PW,0,
768,2020-11-06T00:00:00.000,PW,0,
769,2020-11-09T00:00:00.000,PW,0,
770,2020-11-11T00:00:00.000,PW,0,
771,2021-01-29T00:00:00.000,PW,0,
772,2020-02-14T00:00:00.000,RI,0,
773,2020-03-19T00:00:00.000,RI,44,
774,2020-04-03T00:00:00.000,RI,711,
775,2020-04-07T00:00:00.000,RI,1414,
776,2020-04-15T00:00:00.000,RI,3529,
777,2020-05-14T00:00:00.000,RI,12016,
778,2020-05-19T00:00:00.000,RI,12951,
779,2020-06-22T00:00:00.000,RI,16459,
780,2020-08-06T00:00:00.000,RI,19611,
781,2020-08-22T00:00:00.000,RI,21022,
782,2020-09-21T00:00:00.000,RI,23932,
783,2020-10-26T00:00:00.000,RI,31024,
784,2020-10-28T00:00:00.000,RI,31944,
785,2020-11-09T00:00:00.000,RI,38009,
786,2021-01-04T00:00:00.000,RI,92708,
787,2021-01-06T00:00:00.000,RI,95463,
788,2021-01-12T00:00:00.000,RI,101393,
789,2021-01-24T00:00:00.000,RI,109735,
790,2021-01-25T00:00:00.000,RI,111754,
791,2021-02-16T00:00:00.000,RI,122072,
792,2020-02-25T00:00:00.000,RMI,0,
793,2020-04-06T00:00:00.000,RMI,0,
794,2020-05-16T00:00:00.000,RMI,0,
795,2020-05-25T00:00:00.000,RMI,0,
796,2020-06-26T00:00:00.000,RMI,0,
797,2020-07-07T00:00:00.000,RMI,0,
798,2020-07-15T00:00:00.000,RMI,0,
799,2020-07-28T00:00:00.000,RMI,0,
800,2020-07-30T00:00:00.000,RMI,0,
801,2020-08-02T00:00:00.000,RMI,0,
802,2020-08-09T00:00:00.000,RMI,0,
803,2020-08-21T00:00:00.000,RMI,0,
804,2020-08-28T00:00:00.000,RMI,0,
805,2020-09-15T00:00:00.000,RMI,0,
806,2020-09-17T00:00:00.000,RMI,0,
807,2020-10-08T00:00:00.000,RMI,0,
808,2020-11-04T00:00:00.000,RMI,1,
809,2020-11-07T00:00:00.000,RMI,1,
810,2020-11-24T00:00:00.000,RMI,4,
811,2021-01-16T00:00:00.000,RMI,4,
812,2021-02-07T00:00:00.000,RMI,4,
813,2020-02-13T00:00:00.000,SC,0,
814,2020-03-03T00:00:00.000,SC,0,
815,2020-03-11T00:00:00.000,SC,8,
816,2020-03-13T00:00:00.000,SC,16,
817,2020-04-29T00:00:00.000,SC,5869,
818,2020-05-01T00:00:00.000,SC,6188,
819,2020-05-06T00:00:00.000,SC,6899,
820,2020-06-09T00:00:00.000,SC,15515,
821,2020-06-17T00:00:00.000,SC,20811,
822,2020-07-01T00:00:00.000,SC,37541,
823,2020-07-03T00:00:00.000,SC,41426,
824,2020-07-18T00:00:00.000,SC,67840,
825,2020-08-28T00:00:00.000,SC,118971,
826,2020-09-07T00:00:00.000,SC,129994,
827,2020-09-14T00:00:00.000,SC,135478,
828,2020-10-29T00:00:00.000,SC,174705,
829,2020-11-20T00:00:00.000,SC,203196,
830,2020-12-17T00:00:00.000,SC,266669,
831,2021-01-31T00:00:00.000,SC,457390,
832,2020-01-30T00:00:00.000,SD,0,
833,2020-03-03T00:00:00.000,SD,0,
834,2020-03-23T00:00:00.000,SD,28,
835,2020-04-24T00:00:00.000,SD,2040,
836,2020-06-06T00:00:00.000,SD,5367,
837,2020-06-12T00:00:00.000,SD,5742,
838,2020-07-01T00:00:00.000,SD,6826,
839,2020-07-14T00:00:00.000,SD,7572,
840,2020-07-23T00:00:00.000,SD,8143,
841,2020-08-09T00:00:00.000,SD,9605,
842,2020-09-21T00:00:00.000,SD,18869,
843,2020-09-27T00:00:00.000,SD,21541,
844,2020-09-29T00:00:00.000,SD,21997,
845,2020-11-05T00:00:00.000,SD,51151,
846,2020-11-30T00:00:00.000,SD,80464,
847,2020-12-01T00:00:00.000,SD,80912,
848,2021-01-06T00:00:00.000,SD,101684,
849,2021-01-07T00:00:00.000,SD,102132,
850,2021-01-26T00:00:00.000,SD,107380,
851,2020-03-29T00:00:00.000,TN,1537,
852,2020-05-08T00:00:00.000,TN,14512,
853,2020-06-03T00:00:00.000,TN,24990,
854,2020-08-14T00:00:00.000,TN,130458,
855,2020-08-23T00:00:00.000,TN,143937,
856,2020-10-31T00:00:00.000,TN,260672,
857,2021-01-06T00:00:00.000,TN,625237,
858,2021-01-14T00:00:00.000,TN,670482,
859,2020-03-05T00:00:00.000,TX,3,
860,2020-03-23T00:00:00.000,TX,507,
861,2020-04-06T00:00:00.000,TX,7276,
862,2020-04-20T00:00:00.000,TX,19458,
863,2020-04-29T00:00:00.000,TX,27054,
864,2020-05-25T00:00:00.000,TX,55971,
865,2020-10-02T00:00:00.000,TX,756004,
866,2020-11-20T00:00:00.000,TX,1168925,
867,2020-12-01T00:00:00.000,TX,1296972,
868,2020-12-19T00:00:00.000,TX,1573888,
869,2020-12-20T00:00:00.000,TX,1581668,
870,2020-12-29T00:00:00.000,TX,1715978,
871,2021-01-18T00:00:00.000,TX,2125552,
872,2021-02-01T00:00:00.000,TX,2392443,
873,2020-01-26T00:00:00.000,UT,0,
874,2020-01-29T00:00:00.000,UT,0,
875,2020-02-26T00:00:00.000,UT,0,
876,2020-03-14T00:00:00.000,UT,6,
877,2020-03-25T00:00:00.000,UT,346,
878,2020-04-24T00:00:00.000,UT,3782,
879,2020-05-13T00:00:00.000,UT,6675,
880,2020-05-19T00:00:00.000,UT,7595,
881,2020-08-30T00:00:00.000,UT,52508,
882,2020-09-22T00:00:00.000,UT,65044,
883,2020-10-20T00:00:00.000,UT,96643,
884,2020-10-24T00:00:00.000,UT,103117,
885,2020-11-18T00:00:00.000,UT,162028,
886,2021-01-19T00:00:00.000,UT,326221,
887,2020-02-09T00:00:00.000,VA,0,
888,2020-02-10T00:00:00.000,VA,0,
889,2020-02-23T00:00:00.000,VA,0,
890,2020-03-08T00:00:00.000,VA,2,
891,2020-03-25T00:00:00.000,VA,460,
892,2020-06-16T00:00:00.000,VA,55775,
893,2020-07-16T00:00:00.000,VA,75433,
894,2020-09-19T00:00:00.000,VA,140512,
895,2020-10-03T00:00:00.000,VA,151870,
896,2020-11-02T00:00:00.000,VA,184680,
897,2020-11-16T00:00:00.000,VA,206763,
898,2020-11-18T00:00:00.000,VA,210788,
899,2020-12-01T00:00:00.000,VA,242481,
900,2020-12-14T00:00:00.000,VA,288309,
901,2021-01-03T00:00:00.000,VA,367536,
902,2021-01-13T00:00:00.000,VA,417839,
903,2021-02-01T00:00:00.000,VA,510380,
904,2021-02-15T00:00:00.000,VA,553308,
905,2021-02-21T00:00:00.000,VA,565270,
906,2020-02-07T00:00:00.000,VI,0,
907,2020-02-19T00:00:00.000,VI,0,
908,2020-02-27T00:00:00.000,VI,0,
909,2020-03-18T00:00:00.000,VI,3,
910,2020-04-12T00:00:00.000,VI,51,
911,2020-05-29T00:00:00.000,VI,69,
912,2020-06-24T00:00:00.000,VI,80,
913,2020-08-10T00:00:00.000,VI,576,
914,2020-08-16T00:00:00.000,VI,741,
915,2020-09-06T00:00:00.000,VI,1190,
916,2020-09-29T00:00:00.000,VI,1318,
917,2020-10-08T00:00:00.000,VI,1324,
918,2020-10-27T00:00:00.000,VI,1351,
919,2020-10-31T00:00:00.000,VI,1378,
920,2020-11-07T00:00:00.000,VI,1405,
921,2020-11-19T00:00:00.000,VI,1469,
922,2020-11-27T00:00:00.000,VI,1538,
923,2020-11-29T00:00:00.000,VI,1544,
924,2020-01-22T00:00:00.000,VT,0,
925,2020-04-09T00:00:00.000,VT,628,
926,2020-05-25T00:00:00.000,VT,962,
927,2020-06-03T00:00:00.000,VT,990,
928,2020-06-04T00:00:00.000,VT,1025,
929,2020-06-27T00:00:00.000,VT,1200,
930,2020-07-18T00:00:00.000,VT,1338,
931,2020-08-29T00:00:00.000,VT,1616,
932,2020-09-29T00:00:00.000,VT,1749,
933,2020-11-10T00:00:00.000,VT,2462,
934,2020-11-13T00:00:00.000,VT,2743,
935,2020-11-18T00:00:00.000,VT,3161,
936,2021-02-22T00:00:00.000,VT,14608,
937,2020-02-15T00:00:00.000,WA,1,
938,2020-03-05T00:00:00.000,WA,70,
939,2020-03-11T00:00:00.000,WA,366,
940,2020-04-17T00:00:00.000,WA,11445,
941,2020-06-18T00:00:00.000,WA,27192,
942,2020-07-30T00:00:00.000,WA,55803,
943,2020-07-31T00:00:00.000,WA,55803,
944,2020-08-29T00:00:00.000,WA,73879,
945,2020-09-06T00:00:00.000,WA,77235,
946,2020-10-19T00:00:00.000,WA,98661,
947,2020-11-15T00:00:00.000,WA,130040,
948,2020-11-20T00:00:00.000,WA,139543,
949,2020-02-28T00:00:00.000,WI,0,
950,2020-03-11T00:00:00.000,WI,5,
951,2020-04-21T00:00:00.000,WI,4620,
952,2020-06-03T00:00:00.000,WI,19400,
953,2020-06-06T00:00:00.000,WI,20571,
954,2020-06-27T00:00:00.000,WI,30227,
955,2020-06-29T00:00:00.000,WI,31033,
956,2020-07-30T00:00:00.000,WI,56079,
957,2020-08-16T00:00:00.000,WI,70246,
958,2020-10-18T00:00:00.000,WI,175227,
959,2020-10-29T00:00:00.000,WI,226705,
960,2020-11-08T00:00:00.000,WI,281910,
961,2021-02-02T00:00:00.000,WI,594217,
962,2020-02-01T00:00:00.000,WV,0,
963,2020-03-12T00:00:00.000,WV,0,
964,2020-05-04T00:00:00.000,WV,1224,
965,2020-07-01T00:00:00.000,WV,2979,
966,2020-07-16T00:00:00.000,WV,4657,
967,2020-08-16T00:00:00.000,WV,8564,
968,2020-08-25T00:00:00.000,WV,9395,
969,2020-08-30T00:00:00.000,WV,10110,
970,2020-09-07T00:00:00.000,WV,11575,
971,2020-09-17T00:00:00.000,WV,13430,
972,2020-10-21T00:00:00.000,WV,20734,
973,2020-10-22T00:00:00.000,WV,21057,
974,2020-10-26T00:00:00.000,WV,22223,
975,2020-11-04T00:00:00.000,WV,25987,
976,2020-12-23T00:00:00.000,WV,75936,
977,2021-01-08T00:00:00.000,WV,97898,
978,2021-01-18T00:00:00.000,WV,109809,
979,2021-01-29T00:00:00.000,WV,119467,
980,2021-02-23T00:00:00.000,WV,130139,
981,2020-01-23T00:00:00.000,WY,0,
982,2020-01-24T00:00:00.000,WY,0,
983,2020-02-15T00:00:00.000,WY,0,
984,2020-02-20T00:00:00.000,WY,0,
985,2020-05-11T00:00:00.000,WY,669,
986,2020-05-18T00:00:00.000,WY,766,
987,2020-05-19T00:00:00.000,WY,776,
988,2020-08-20T00:00:00.000,WY,3468,
989,2020-08-26T00:00:00.000,WY,3684,
990,2020-09-13T00:00:00.000,WY,4346,
991,2020-10-06T00:00:00.000,WY,6770,
992,2020-10-22T00:00:00.000,WY,10119,
993,2020-11-26T00:00:00.000,WY,30761,
994,2020-12-10T00:00:00.000,WY,38223,
995,2020-12-26T00:00:00.000,WY,43146,
996,2020-12-28T00:00:00.000,WY,43704,
997,2021-02-13T00:00:00.000,WY,53086,
998,2021-02-20T00:00:00.000,WY,53683,
999,2021-02-22T00:00:00.000,WY,53900,
