,date,location,total_vaccinations,total_distributed,people_vaccinated,share_doses_used,,
943,1/31/2021,Iowa,252202,417900,190689,0.603,,
944,2/1/2021,Iowa,257468,417900,194009,0.616,,
945,2/2/2021,Iowa,259522,415325,195234,0.625,,
946,2/3/2021,Iowa,266777,446825,199242,0.597,,
947,2/4/2021,Iowa,279252,471200,206516,0.593,,
948,2/5/2021,Iowa,293377,507850,215693,0.578,,
949,2/6/2021,Iowa,308527,510550,224437,0.604,,
950,2/7/2021,Iowa,328412,510550,237554,0.643,,
951,2/8/2021,Iowa,345350,510550,252349,0.676,,
952,2/9/2021,Iowa,351803,510550,257459,0.689,,
953,2/10/2021,Iowa,368759,540375,268974,0.682,,
954,2/11/2021,Iowa,387370,579200,282596,0.669,,
955,2/12/2021,Iowa,408578,590900,299032,0.691,,
956,2/13/2021,Iowa,432473,595775,317851,0.726,,
957,2/14/2021,Iowa,456512,597725,335771,0.764,,
958,2/15/2021,Iowa,,,,,,
959,2/16/2021,Iowa,485710,615100,360301,0.79,,
960,2/17/2021,Iowa,495487,619000,367577,0.8,,
961,2/18/2021,Iowa,507650,648600,377848,0.783,,
962,2/19/2021,Iowa,552706,669900,411926,0.825,,
963,2/20/2021,Iowa,577374,707865,430429,0.816,,
964,2/21/2021,Iowa,599489,707865,445872,0.847,,
965,2/22/2021,Iowa,611188,707865,454792,0.863,,
966,2/23/2021,Iowa,614928,746475,457493,0.824,,
967,2/24/2021,Iowa,621717,792615,462422,0.784,,
968,1/12/2021,Kansas,78268,193175,53988,0.405,,
969,1/13/2021,Kansas,85650,261175,58477,0.328,,
970,1/14/2021,Kansas,91565,263175,77590,0.348,,
971,1/15/2021,Kansas,97779,263175,83293,0.372,,
972,1/16/2021,Kansas,,,,,,
973,1/17/2021,Kansas,,,,,,
974,1/18/2021,Kansas,,,,,,
975,1/19/2021,Kansas,118434,263175,101824,0.45,,
976,1/20/2021,Kansas,122705,265600,105679,0.462,,
977,1/21/2021,Kansas,130434,312000,111907,0.418,,
978,1/22/2021,Kansas,137094,336475,116569,0.407,,
979,1/23/2021,Kansas,144909,348175,122813,0.416,,
980,1/24/2021,Kansas,151249,348175,127417,0.434,,
981,1/25/2021,Kansas,154719,348175,129861,0.444,,
982,1/26/2021,Kansas,158743,348175,132153,0.456,,
983,1/27/2021,Kansas,168392,392875,140685,0.429,,
984,1/28/2021,Kansas,190301,405550,157536,0.469,,
985,1/29/2021,Kansas,190540,412375,157720,0.462,,
986,1/30/2021,Kansas,206520,413350,168343,0.5,,
987,1/31/2021,Kansas,221469,413350,180156,0.536,,
988,2/1/2021,Kansas,226895,413350,183035,0.549,,
989,2/2/2021,Kansas,231201,413350,185065,0.559,,
990,2/3/2021,Kansas,241156,470800,192026,0.512,,
991,2/4/2021,Kansas,251425,471775,198352,0.533,,
992,2/5/2021,Kansas,263624,492250,206997,0.536,,
993,2/6/2021,Kansas,280252,492250,218170,0.569,,
994,2/7/2021,Kansas,296284,492250,228774,0.602,,
995,2/8/2021,Kansas,303094,492250,232575,0.616,,
996,2/9/2021,Kansas,305574,492250,233494,0.621,,
997,2/10/2021,Kansas,319662,553750,241127,0.577,,
998,2/11/2021,Kansas,332923,564000,248979,0.59,,
999,2/12/2021,Kansas,350741,581975,261332,0.603,,
1000,2/13/2021,Kansas,367891,581975,273430,0.632,,
1001,2/14/2021,Kansas,389983,581975,287680,0.67,,
1002,2/15/2021,Kansas,,,,,,
1003,2/16/2021,Kansas,397247,581975,291726,0.683,,
1004,2/17/2021,Kansas,405166,581975,295950,0.696,,
1005,2/18/2021,Kansas,417825,581975,302165,0.718,,
1006,2/19/2021,Kansas,466718,624975,334112,0.747,,
1007,2/20/2021,Kansas,488738,645800,345965,0.757,,
1008,2/21/2021,Kansas,509332,645800,356901,0.789,,
1009,2/22/2021,Kansas,514728,645800,359269,0.797,,
1010,2/23/2021,Kansas,517379,699895,360817,0.739,,
1011,2/24/2021,Kansas,530904,754495,367813,0.704,,
1012,1/12/2021,Kentucky,132114,329450,102517,0.401,,
1013,1/13/2021,Kentucky,142436,329450,111449,0.432,,
1014,1/14/2021,Kentucky,155613,332375,145320,0.468,,
1015,1/15/2021,Kentucky,174748,337450,162733,0.518,,
1016,1/16/2021,Kentucky,,,,,,
1017,1/17/2021,Kentucky,,,,,,
1018,1/18/2021,Kentucky,,,,,,
1019,1/19/2021,Kentucky,216039,337450,201688,0.64,,
1020,1/20/2021,Kentucky,223946,444325,208664,0.504,,
1021,1/21/2021,Kentucky,235143,450175,217837,0.522,,
1022,1/22/2021,Kentucky,254144,466700,229873,0.545,,
1023,1/23/2021,Kentucky,270960,471000,243620,0.575,,
1024,1/24/2021,Kentucky,299493,471000,268308,0.636,,
1025,1/25/2021,Kentucky,307462,471000,275610,0.653,,
1026,1/26/2021,Kentucky,312192,557975,279715,0.56,,
1027,1/27/2021,Kentucky,323268,585500,285291,0.552,,
1028,1/28/2021,Kentucky,342200,611050,297108,0.56,,
1029,1/29/2021,Kentucky,366643,650050,312373,0.564,,
1030,1/30/2021,Kentucky,386001,650150,324581,0.594,,
1031,1/31/2021,Kentucky,404705,650150,337738,0.622,,
1032,2/1/2021,Kentucky,415545,650150,347384,0.639,,
1033,2/2/2021,Kentucky,419562,684700,350622,0.613,,
1034,2/3/2021,Kentucky,435400,719200,360015,0.605,,
1035,2/4/2021,Kentucky,455783,746500,372114,0.611,,
1036,2/5/2021,Kentucky,483777,747000,387902,0.648,,
1037,2/6/2021,Kentucky,517168,747000,406790,0.692,,
1038,2/7/2021,Kentucky,548342,747000,422976,0.734,,
1039,2/8/2021,Kentucky,564682,747000,434294,0.756,,
1040,2/9/2021,Kentucky,568658,828800,436193,0.686,,
1041,2/10/2021,Kentucky,584947,840400,442691,0.696,,
1042,2/11/2021,Kentucky,608198,882200,454145,0.689,,
1043,2/12/2021,Kentucky,636518,882400,468357,0.721,,
1044,2/13/2021,Kentucky,649810,892100,474397,0.728,,
1045,2/14/2021,Kentucky,678768,892100,488161,0.761,,
1046,2/15/2021,Kentucky,,,,,,
1047,2/16/2021,Kentucky,711588,903775,510373,0.787,,
1048,2/17/2021,Kentucky,719857,911575,514681,0.79,,
1049,2/18/2021,Kentucky,726168,950600,517316,0.764,,
1050,2/19/2021,Kentucky,779109,998250,547573,0.78,,
1051,2/20/2021,Kentucky,796952,998250,556588,0.798,,
1052,2/21/2021,Kentucky,824007,1006050,566677,0.819,,
1053,2/22/2021,Kentucky,839508,1006050,573961,0.834,,
1054,2/23/2021,Kentucky,851440,1181375,579549,0.721,,
1055,2/24/2021,Kentucky,874840,1204585,592151,0.726,,
1056,1/12/2021,Long Term Care,951774,4385175,948869,0.217,,
1057,1/13/2021,Long Term Care,1084177,4556575,1066689,0.238,,
1058,1/14/2021,Long Term Care,1225493,4715600,1195320,0.26,,
1059,1/15/2021,Long Term Care,1384963,,,,,
1060,1/16/2021,Long Term Care,,,,,,
1061,1/17/2021,Long Term Care,,,,,,
1062,1/18/2021,Long Term Care,,,,,,
1063,1/19/2021,Long Term Care,1745441,,,,,
1064,1/20/2021,Long Term Care,1908256,,,,,
1065,1/21/2021,Long Term Care,2089181,,,,,
1066,1/22/2021,Long Term Care,2289284,,,,,
1067,1/23/2021,Long Term Care,2437670,,,,,
1068,1/24/2021,Long Term Care,2567018,,,,,
1069,1/25/2021,Long Term Care,2714487,,,,,
1070,1/26/2021,Long Term Care,2725830,,,,,
1071,1/27/2021,Long Term Care,2904840,,,,,
1072,1/28/2021,Long Term Care,3102134,,,,,
1073,1/29/2021,Long Term Care,3314266,,,,,
1074,1/30/2021,Long Term Care,3505431,,,,,
1075,1/31/2021,Long Term Care,3683718,,,,,
1076,2/1/2021,Long Term Care,3748779,,,,,
1077,2/2/2021,Long Term Care,3851460,,,,,
1078,2/3/2021,Long Term Care,4022407,,,,,
1079,2/4/2021,Long Term Care,4210027,,,,,
1080,2/5/2021,Long Term Care,4419633,,,,,
1081,2/6/2021,Long Term Care,4628962,,,,,
1082,2/7/2021,Long Term Care,4839144,,,,,
1083,2/8/2021,Long Term Care,4946483,,,,,
1084,2/9/2021,Long Term Care,5015224,,,,,
1085,2/10/2021,Long Term Care,5176499,,,,,
1086,2/11/2021,Long Term Care,5348775,,,,,
1087,2/12/2021,Long Term Care,5507785,,,,,
1088,2/13/2021,Long Term Care,5667091,,,,,
1089,2/14/2021,Long Term Care,5822871,,,,,
1090,2/15/2021,Long Term Care,,,,,,
1091,2/16/2021,Long Term Care,5968542,,,,,
1092,2/17/2021,Long Term Care,6070341,,,,,
1093,2/18/2021,Long Term Care,6181996,,,,,
1094,2/19/2021,Long Term Care,6289188,,,,,
1095,2/20/2021,Long Term Care,6399010,,,,,
1096,2/21/2021,Long Term Care,6519848,,,,,
1097,2/22/2021,Long Term Care,6579236,,,,,
1098,2/23/2021,Long Term Care,6627820,,,,,
1099,2/24/2021,Long Term Care,6724310,,,,,
1100,1/12/2021,Louisiana,142771,368300,117022,0.388,,
1101,1/13/2021,Louisiana,156186,369475,127078,0.423,,
1102,1/14/2021,Louisiana,175811,370175,149064,0.475,,
1103,1/15/2021,Louisiana,197967,370175,167193,0.535,,
1104,1/16/2021,Louisiana,,,,,,
1105,1/17/2021,Louisiana,,,,,,
1106,1/18/2021,Louisiana,,,,,,
1107,1/19/2021,Louisiana,255591,370175,221109,0.69,,
1108,1/20/2021,Louisiana,264400,485625,228831,0.544,,
1109,1/21/2021,Louisiana,279398,492800,240762,0.567,,
1110,1/22/2021,Louisiana,297655,506200,256670,0.588,,
1111,1/23/2021,Louisiana,315023,543700,272630,0.579,,
1112,1/24/2021,Louisiana,334086,543700,290955,0.614,,
1113,1/25/2021,Louisiana,341447,543700,297684,0.628,,
1114,1/26/2021,Louisiana,345675,602025,301874,0.574,,
1115,1/27/2021,Louisiana,358746,620325,311135,0.578,,
1116,1/28/2021,Louisiana,375895,620425,323609,0.606,,
1117,1/29/2021,Louisiana,398312,620425,339450,0.642,,
1118,1/30/2021,Louisiana,420908,648925,355024,0.649,,
1119,1/31/2021,Louisiana,443715,648925,369486,0.684,,
1120,2/1/2021,Louisiana,463179,648925,376491,0.714,,
1121,2/2/2021,Louisiana,476014,736850,378574,0.646,,
1122,2/3/2021,Louisiana,488960,746550,384041,0.655,,
1123,2/4/2021,Louisiana,509982,746550,393389,0.683,,
1124,2/5/2021,Louisiana,536404,746550,404021,0.719,,
1125,2/6/2021,Louisiana,570731,769750,419327,0.741,,
1126,2/7/2021,Louisiana,599941,769750,431119,0.779,,
1127,2/8/2021,Louisiana,614041,769750,436190,0.798,,
1128,2/9/2021,Louisiana,619729,880150,438336,0.704,,
1129,2/10/2021,Louisiana,639019,882350,448139,0.724,,
1130,2/11/2021,Louisiana,639019,894850,448139,0.714,,
1131,2/12/2021,Louisiana,701110,894850,482025,0.783,,
1132,2/13/2021,Louisiana,735622,895150,501286,0.822,,
1133,2/14/2021,Louisiana,769155,895150,518682,0.859,,
1134,2/15/2021,Louisiana,,,,,,
1135,2/16/2021,Louisiana,784976,895350,528052,0.877,,
1136,2/17/2021,Louisiana,791574,900725,531448,0.879,,
1137,2/18/2021,Louisiana,795511,928425,533933,0.857,,
1138,2/19/2021,Louisiana,859565,987625,572666,0.87,,
1139,2/20/2021,Louisiana,877683,1012000,582482,0.867,,
1140,2/21/2021,Louisiana,894519,1042225,590652,0.858,,
1141,2/22/2021,Louisiana,903226,1043200,594561,0.866,,
1142,2/23/2021,Louisiana,907334,1127670,596165,0.805,,
1143,2/24/2021,Louisiana,920794,1247910,601456,0.738,,
1144,1/12/2021,Maine,54945,132975,38045,0.413,,
1145,1/13/2021,Maine,57248,136875,39157,0.418,,
1146,1/14/2021,Maine,61129,136875,51631,0.447,,
1147,1/15/2021,Maine,61129,136875,51631,0.447,,
1148,1/16/2021,Maine,,,,,,
1149,1/17/2021,Maine,,,,,,
1150,1/18/2021,Maine,,,,,,
1151,1/19/2021,Maine,73978,136875,62716,0.54,,
1152,1/20/2021,Maine,76167,155800,64260,0.489,,
1153,1/21/2021,Maine,80502,165175,67133,0.487,,
1154,1/22/2021,Maine,86395,176400,70193,0.49,,
1155,1/23/2021,Maine,93003,178450,74110,0.521,,
1156,1/24/2021,Maine,99815,178450,79310,0.559,,
1157,1/25/2021,Maine,104069,178450,82837,0.583,,
1158,1/26/2021,Maine,104924,195925,83464,0.536,,
1159,1/27/2021,Maine,109183,204325,86103,0.534,,
1160,1/28/2021,Maine,115191,208225,88878,0.553,,
1161,1/29/2021,Maine,123207,211150,93513,0.584,,
1162,1/30/2021,Maine,132067,212125,99468,0.623,,
1163,1/31/2021,Maine,140353,212125,105665,0.662,,
1164,2/1/2021,Maine,145786,212125,109917,0.687,,
1165,2/2/2021,Maine,145786,221875,109917,0.657,,
1166,2/3/2021,Maine,145786,226275,109917,0.644,,
1167,2/4/2021,Maine,153439,254550,114962,0.603,,
1168,2/5/2021,Maine,159236,254550,119024,0.626,,
1169,2/6/2021,Maine,168626,254550,126127,0.662,,
1170,2/7/2021,Maine,178449,254550,132273,0.701,,
1171,2/8/2021,Maine,178449,254550,132273,0.701,,
1172,2/9/2021,Maine,187512,276600,138005,0.678,,
1173,2/10/2021,Maine,193246,285800,141778,0.676,,
1174,2/11/2021,Maine,193246,299375,141778,0.645,,
1175,2/12/2021,Maine,193246,299375,141778,0.645,,
1176,2/13/2021,Maine,193246,299375,141778,0.645,,
1177,2/14/2021,Maine,193246,299375,141778,0.645,,
1178,2/15/2021,Maine,,,,,,
1179,2/16/2021,Maine,238137,317850,171975,0.749,,
1180,2/17/2021,Maine,242445,321850,174543,0.753,,
1181,2/18/2021,Maine,242445,321850,174543,0.753,,
1182,2/19/2021,Maine,268162,335375,190220,0.8,,
1183,2/20/2021,Maine,268322,335375,190336,0.8,,
1184,2/21/2021,Maine,268693,335375,190495,0.801,,
1185,2/22/2021,Maine,297116,335375,204495,0.886,,
1186,2/23/2021,Maine,299427,355310,205886,0.843,,
1187,2/24/2021,Maine,305362,387360,208682,0.788,,
1188,1/12/2021,Marshall Islands,639,13600,623,0.047,,
1189,1/13/2021,Marshall Islands,649,13600,633,0.048,,
1190,1/14/2021,Marshall Islands,649,13600,623,0.048,,
1191,1/15/2021,Marshall Islands,658,13600,632,0.048,,
1192,1/16/2021,Marshall Islands,,,,,,
1193,1/17/2021,Marshall Islands,,,,,,
1194,1/18/2021,Marshall Islands,,,,,,
1195,1/19/2021,Marshall Islands,1282,13600,1250,0.094,,
1196,1/20/2021,Marshall Islands,1514,13600,1482,0.111,,
1197,1/21/2021,Marshall Islands,1991,13600,1959,0.146,,
1198,1/22/2021,Marshall Islands,2438,13600,2406,0.179,,
1199,1/23/2021,Marshall Islands,2873,13600,2840,0.211,,
1200,1/24/2021,Marshall Islands,3098,13600,3065,0.228,,
1201,1/25/2021,Marshall Islands,3098,13600,3065,0.228,,
1202,1/26/2021,Marshall Islands,3284,13600,3250,0.241,,
1203,1/27/2021,Marshall Islands,3538,13600,3487,0.26,,
1204,1/28/2021,Marshall Islands,3755,13600,3594,0.276,,
1205,1/29/2021,Marshall Islands,3928,13600,3661,0.289,,
1206,1/30/2021,Marshall Islands,3992,13600,3723,0.294,,
1207,1/31/2021,Marshall Islands,4127,13600,3763,0.303,,
1208,2/1/2021,Marshall Islands,4127,13600,3763,0.303,,
1209,2/2/2021,Marshall Islands,4258,13600,3844,0.313,,
1210,2/3/2021,Marshall Islands,4258,21000,3844,0.203,,
1211,2/4/2021,Marshall Islands,4424,21000,3955,0.211,,
1212,2/5/2021,Marshall Islands,4553,21000,4072,0.217,,
1213,2/6/2021,Marshall Islands,4740,21000,4259,0.226,,
1214,2/7/2021,Marshall Islands,4907,21000,4412,0.234,,
1215,2/8/2021,Marshall Islands,4907,21000,4412,0.234,,
1216,2/9/2021,Marshall Islands,5145,21000,4628,0.245,,
1217,2/10/2021,Marshall Islands,5260,21000,4729,0.25,,
1218,2/11/2021,Marshall Islands,5433,21000,4868,0.259,,
1219,2/12/2021,Marshall Islands,5609,21000,4980,0.267,,
1220,2/13/2021,Marshall Islands,5730,21000,5095,0.273,,
1221,2/14/2021,Marshall Islands,5938,21000,5233,0.283,,
1222,2/15/2021,Marshall Islands,,,,,,
1223,2/16/2021,Marshall Islands,6455,21000,5684,0.307,,
1224,2/17/2021,Marshall Islands,6458,21000,5685,0.308,,
1225,2/18/2021,Marshall Islands,6760,21000,5858,0.322,,
1226,2/19/2021,Marshall Islands,7417,21000,6203,0.353,,
1227,2/20/2021,Marshall Islands,7733,21000,6462,0.368,,
1228,2/21/2021,Marshall Islands,8716,21000,7170,0.415,,
1229,2/22/2021,Marshall Islands,8926,21000,7175,0.425,,
1230,2/23/2021,Marshall Islands,9462,21000,7561,0.451,,
1231,2/24/2021,Marshall Islands,9995,21000,7767,0.476,,
1232,1/12/2021,Maryland,146231,552800,136576,0.265,,
1233,1/13/2021,Maryland,178056,561500,162350,0.317,,
1234,1/14/2021,Maryland,178056,564625,165318,0.315,,
1235,1/15/2021,Maryland,194705,565125,178831,0.345,,
1236,1/16/2021,Maryland,,,,,,
1237,1/17/2021,Maryland,,,,,,
1238,1/18/2021,Maryland,,,,,,
1239,1/19/2021,Maryland,247597,565125,225456,0.438,,
1240,1/20/2021,Maryland,258146,628800,233443,0.411,,
1241,1/21/2021,Maryland,271905,685325,243450,0.397,,
1242,1/22/2021,Maryland,287512,722625,256221,0.398,,
1243,1/23/2021,Maryland,307411,742175,272901,0.414,,
1244,1/24/2021,Maryland,338544,742175,300609,0.456,,
1245,1/25/2021,Maryland,350835,742175,311148,0.473,,
1246,1/26/2021,Maryland,365519,786300,322860,0.465,,
1247,1/27/2021,Maryland,389253,820425,340191,0.474,,
1248,1/28/2021,Maryland,412206,851250,355484,0.484,,
1249,1/29/2021,Maryland,442565,881675,375525,0.502,,
1250,1/30/2021,Maryland,475780,884650,398387,0.538,,
1251,1/31/2021,Maryland,505454,884650,422218,0.571,,
1252,2/1/2021,Maryland,528301,884650,440763,0.597,,
1253,2/2/2021,Maryland,537037,899675,448177,0.597,,
1254,2/3/2021,Maryland,546409,958575,454437,0.57,,
1255,2/4/2021,Maryland,565821,972225,463885,0.582,,
1256,2/5/2021,Maryland,594647,1011875,478473,0.588,,
1257,2/6/2021,Maryland,626838,1029725,496331,0.609,,
1258,2/7/2021,Maryland,665025,1029725,518048,0.646,,
1259,2/8/2021,Maryland,683305,1029725,531771,0.664,,
1260,2/9/2021,Maryland,692965,1098275,537805,0.631,,
1261,2/10/2021,Maryland,721159,1101200,551581,0.655,,
1262,2/11/2021,Maryland,745478,1188600,563324,0.627,,
1263,2/12/2021,Maryland,778790,1188700,580112,0.655,,
1264,2/13/2021,Maryland,812231,1192675,598423,0.681,,
1265,2/14/2021,Maryland,850994,1193075,618905,0.713,,
1266,2/15/2021,Maryland,,,,,,
1267,2/16/2021,Maryland,887943,1231825,642662,0.721,,
1268,2/17/2021,Maryland,903172,1247775,648414,0.724,,
1269,2/18/2021,Maryland,930567,1249925,664228,0.744,,
1270,2/19/2021,Maryland,1011323,1435375,709862,0.705,,
1271,2/20/2021,Maryland,1054467,1450000,732236,0.727,,
1272,2/21/2021,Maryland,1087762,1450000,743806,0.75,,
1273,2/22/2021,Maryland,1111529,1450000,754894,0.767,,
1274,2/23/2021,Maryland,1132483,1634945,764026,0.693,,
1275,2/24/2021,Maryland,1159983,1672605,774727,0.694,,
1276,1/12/2021,Massachusetts,204082,476025,184984,0.429,,
1277,1/13/2021,Massachusetts,217443,656850,192619,0.331,,
1278,1/14/2021,Massachusetts,233476,669225,204481,0.349,,
1279,1/15/2021,Massachusetts,257175,669325,222109,0.384,,
1280,1/16/2021,Massachusetts,,,,,,
1281,1/17/2021,Massachusetts,,,,,,
1282,1/18/2021,Massachusetts,,,,,,
1283,1/19/2021,Massachusetts,318877,669325,277612,0.476,,
1284,1/20/2021,Massachusetts,330490,737550,288209,0.448,,
1285,1/21/2021,Massachusetts,353117,776400,306646,0.455,,
1286,1/22/2021,Massachusetts,370627,854950,318630,0.434,,
1287,1/23/2021,Massachusetts,392967,859175,334514,0.457,,
1288,1/24/2021,Massachusetts,419806,859175,356102,0.489,,
1289,1/25/2021,Massachusetts,433615,859175,368358,0.505,,
1290,1/26/2021,Massachusetts,442703,875825,376313,0.505,,
1291,1/27/2021,Massachusetts,464275,956800,390470,0.485,,
1292,1/28/2021,Massachusetts,490332,1018975,406024,0.481,,
1293,1/29/2021,Massachusetts,520504,1057000,422803,0.492,,
1294,1/30/2021,Massachusetts,547082,1060900,438852,0.516,,
1295,1/31/2021,Massachusetts,579181,1060900,461408,0.546,,
1296,2/1/2021,Massachusetts,608947,1060900,484829,0.574,,
1297,2/2/2021,Massachusetts,625477,1039775,497445,0.602,,
1298,2/3/2021,Massachusetts,625477,1156375,497445,0.541,,
1299,2/4/2021,Massachusetts,652929,1229075,517135,0.531,,
1300,2/5/2021,Massachusetts,685074,1247600,539877,0.549,,
1301,2/6/2021,Massachusetts,727120,1247600,571853,0.583,,
1302,2/7/2021,Massachusetts,780268,1247600,609483,0.625,,
1303,2/8/2021,Massachusetts,806376,1247600,630154,0.646,,
1304,2/9/2021,Massachusetts,832242,1273975,649131,0.653,,
1305,2/10/2021,Massachusetts,883945,1393725,687093,0.634,,
1306,2/11/2021,Massachusetts,924612,1445425,715308,0.64,,
1307,2/12/2021,Massachusetts,962711,1499450,741746,0.642,,
1308,2/13/2021,Massachusetts,1009560,1502725,771430,0.672,,
1309,2/14/2021,Massachusetts,1085584,1502925,823429,0.722,,
1310,2/15/2021,Massachusetts,,,,,,
1311,2/16/2021,Massachusetts,1146860,1517375,863806,0.756,,
1312,2/17/2021,Massachusetts,1170398,1526150,879627,0.767,,
1313,2/18/2021,Massachusetts,1214821,1526150,912258,0.796,,
1314,2/19/2021,Massachusetts,1316402,1580500,987512,0.833,,
1315,2/20/2021,Massachusetts,1375439,1737170,1028490,0.792,,
1316,2/21/2021,Massachusetts,1426512,1737170,1054948,0.821,,
1317,2/22/2021,Massachusetts,1468992,1737170,1080511,0.846,,
1318,2/23/2021,Massachusetts,1500077,1747380,1100775,0.858,,
1319,2/24/2021,Massachusetts,1533534,1982950,1119125,0.773,,
1320,1/12/2021,Michigan,227685,768150,207786,0.296,,
1321,1/13/2021,Michigan,291519,772150,259119,0.378,,
1322,1/14/2021,Michigan,327235,773650,286349,0.423,,
1323,1/15/2021,Michigan,364182,773750,312415,0.471,,
1324,1/16/2021,Michigan,,,,,,
1325,1/17/2021,Michigan,,,,,,
1326,1/18/2021,Michigan,,,,,,
1327,1/19/2021,Michigan,483592,773750,417228,0.625,,
1328,1/20/2021,Michigan,508607,1031100,434402,0.493,,
1329,1/21/2021,Michigan,548844,1059275,463917,0.518,,
1330,1/22/2021,Michigan,595454,1094275,497958,0.544,,
1331,1/23/2021,Michigan,652661,1095675,536228,0.596,,
1332,1/24/2021,Michigan,695273,1095675,573167,0.635,,
1333,1/25/2021,Michigan,727437,1095675,599665,0.664,,
1334,1/26/2021,Michigan,742270,1289025,611090,0.576,,
1335,1/27/2021,Michigan,772031,1352100,629437,0.571,,
1336,1/28/2021,Michigan,814416,1359700,659118,0.599,,
1337,1/29/2021,Michigan,866663,1361500,695236,0.637,,
1338,1/30/2021,Michigan,922423,1362600,734903,0.677,,
1339,1/31/2021,Michigan,977030,1362600,772944,0.717,,
1340,2/1/2021,Michigan,1005544,1362600,794391,0.738,,
1341,2/2/2021,Michigan,1015483,1608250,801811,0.631,,
1342,2/3/2021,Michigan,1042268,1629000,814362,0.64,,
1343,2/4/2021,Michigan,1078808,1634000,835524,0.66,,
1344,2/5/2021,Michigan,1134175,1639575,866766,0.692,,
1345,2/6/2021,Michigan,1193181,1639575,896162,0.728,,
1346,2/7/2021,Michigan,1251940,1639575,924494,0.764,,
1347,2/8/2021,Michigan,1282375,1639575,938279,0.782,,
1348,2/9/2021,Michigan,1309883,1846625,950705,0.709,,
1349,2/10/2021,Michigan,1358924,1865325,971480,0.729,,
1350,2/11/2021,Michigan,1412047,1895500,997466,0.745,,
1351,2/12/2021,Michigan,1465627,1896800,1023114,0.773,,
1352,2/13/2021,Michigan,1537856,1919675,1061320,0.801,,
1353,2/14/2021,Michigan,1604973,1919975,1096479,0.836,,
1354,2/15/2021,Michigan,,,,,,
1355,2/16/2021,Michigan,1657007,2134425,1124024,0.776,,
1356,2/17/2021,Michigan,1680901,2146125,1136393,0.783,,
1357,2/18/2021,Michigan,1718790,2174800,1155117,0.79,,
1358,2/19/2021,Michigan,1833886,2270370,1223696,0.808,,
1359,2/20/2021,Michigan,1884038,2279240,1247602,0.827,,
1360,2/21/2021,Michigan,1933648,2279240,1267083,0.848,,
1361,2/22/2021,Michigan,1972201,2279240,1282233,0.865,,
1362,2/23/2021,Michigan,1985511,2448580,1288410,0.811,,
1363,2/24/2021,Michigan,2044496,2629540,1318237,0.778,,
1364,1/12/2021,Minnesota,162240,453200,152280,0.358,,
1365,1/13/2021,Minnesota,165355,511200,154767,0.323,,
1366,1/14/2021,Minnesota,179684,516800,161507,0.348,,
1367,1/15/2021,Minnesota,198253,519600,170273,0.382,,
1368,1/16/2021,Minnesota,,,,,,
1369,1/17/2021,Minnesota,,,,,,
1370,1/18/2021,Minnesota,,,,,,
1371,1/19/2021,Minnesota,251535,519600,209118,0.484,,
1372,1/20/2021,Minnesota,252548,595775,209862,0.424,,
1373,1/21/2021,Minnesota,259417,652350,213102,0.398,,
1374,1/22/2021,Minnesota,278234,677100,223957,0.411,,
1375,1/23/2021,Minnesota,305297,680700,240009,0.449,,
1376,1/24/2021,Minnesota,321180,680700,252927,0.472,,
1377,1/25/2021,Minnesota,346864,680700,273973,0.51,,
1378,1/26/2021,Minnesota,360442,689450,287195,0.523,,
1379,1/27/2021,Minnesota,375395,787875,298902,0.476,,
1380,1/28/2021,Minnesota,403640,801775,315664,0.503,,
1381,1/29/2021,Minnesota,440350,834550,340311,0.528,,
1382,1/30/2021,Minnesota,485850,837550,376632,0.58,,
1383,1/31/2021,Minnesota,518744,837550,402715,0.619,,
1384,2/1/2021,Minnesota,546330,837550,425546,0.652,,
1385,2/2/2021,Minnesota,552701,824450,431172,0.67,,
1386,2/3/2021,Minnesota,552701,919975,431172,0.601,,
1387,2/4/2021,Minnesota,634453,931500,459716,0.681,,
1388,2/5/2021,Minnesota,634453,934400,459716,0.679,,
1389,2/6/2021,Minnesota,703366,950250,509608,0.74,,
1390,2/7/2021,Minnesota,729088,950250,528537,0.767,,
1391,2/8/2021,Minnesota,745290,950250,541133,0.784,,
1392,2/9/2021,Minnesota,745290,975850,541133,0.764,,
1393,2/10/2021,Minnesota,745290,1058225,541133,0.704,,
1394,2/11/2021,Minnesota,754262,1121000,575084,0.673,,
1395,2/12/2021,Minnesota,787006,1129850,595334,0.697,,
1396,2/13/2021,Minnesota,831483,1130550,622541,0.735,,
1397,2/14/2021,Minnesota,870743,1132350,643627,0.769,,
1398,2/15/2021,Minnesota,,,,,,
1399,2/16/2021,Minnesota,908875,1165050,669293,0.78,,
1400,2/17/2021,Minnesota,925182,1165050,681366,0.794,,
1401,2/18/2021,Minnesota,957275,1200250,696510,0.798,,
1402,2/19/2021,Minnesota,1051784,1269275,754315,0.829,,
1403,2/20/2021,Minnesota,1097316,1284150,772141,0.855,,
1404,2/21/2021,Minnesota,1136840,1284150,788468,0.885,,
1405,2/22/2021,Minnesota,1138309,1284150,788885,0.886,,
1406,2/23/2021,Minnesota,1170259,1345050,800484,0.87,,
1407,2/24/2021,Minnesota,1189101,1520290,810528,0.782,,
1408,1/12/2021,Mississippi,54544,212050,45733,0.257,,
1409,1/13/2021,Mississippi,61289,218825,51588,0.28,,
1410,1/14/2021,Mississippi,71848,219800,64654,0.327,,
